time	name	duration_ms	latency_source	trace_id	err
2026-09-18T02:53:43.849372639Z	CreateAtespace	1.207	server	d083540e56e30e0dfa3780013dc867bb	
2026-09-18T02:53:43.851728291Z	CreateActor	1.752	server	08ece529ee3fde8399857624ab4aaa44	
2026-09-18T02:53:44.883550192Z	ResumeActorColdStart	1031.056	server	70de464f07e4500a8a1b2119c7a6574d	
2026-09-18T02:53:53.151781514Z	GluttonFillRAM	8268.169	client	7cc845bdb0612df3711fbb87e6a575fd	
2026-09-18T02:53:53.163922651Z	GluttonReadRAM	12.052	client	5003e2b27f5f689ae0fb501e5f22c0f7	
2026-09-18T02:53:53.295611277Z	GluttonChurnRAM	131.638	client	148a8c7a261612e993e9f15786df81de	
2026-09-18T02:53:53.299554478Z	GluttonPing	3.788	client	7750f2af99a5d4e6ca9f6ffc19a307f9	
2026-09-18T02:53:56.68143268Z	SuspendActor	3381.044	server	54093638b99dd119fcb23f9bfe94d059	
2026-09-18T02:53:59.866129198Z	ResumeActor	2883.267	server	273029a563462dbc7a46e73da7851976	
2026-09-18T02:54:03.237499937Z	GluttonReadRAM	3371.245	client	6e47259388abf1705a827e7c2716bd86	
2026-09-18T02:54:03.380706964Z	GluttonChurnRAM	143.133	client	5705aefbe1cf83d1f8f67f880c874555	
2026-09-18T02:54:03.384656387Z	GluttonPing	3.842	client	8474a69ca3c6ef489df0e34ce077bf65	
2026-09-18T02:54:06.641634997Z	SuspendActor	3256.270	server	be3162816338b310eb0b6de703eec64b	
2026-09-18T02:54:09.911685599Z	ResumeActor	3151.983	server	d7d935d7dc619badf2022b6deec0e491	
2026-09-18T02:54:13.289294922Z	GluttonReadRAM	3377.532	client	6deb7f5beb2468cecc748ec2f9d18df6	
2026-09-18T02:54:13.426088496Z	GluttonChurnRAM	136.706	client	abc44c7f89a61a31d1fcc6526e0e44c0	
2026-09-18T02:54:13.430271716Z	GluttonPing	4.053	client	0c0afc1676165d37d81337bbf176c5a0	
2026-09-18T02:54:16.739975827Z	SuspendActor	3308.985	server	b19045edf6d61dde9f16174d4cb95460	
2026-09-18T02:54:20.394433577Z	ResumeActor	3193.171	server	078b46786e1e5eba4f5357057610d681	
2026-09-18T02:54:23.773197742Z	GluttonReadRAM	3378.685	client	70fd96bce6f806d810f57ed56537925d	
2026-09-18T02:54:23.909632938Z	GluttonChurnRAM	136.347	client	43c2a4ea344a70d01f91a7eed05ecc4e	
2026-09-18T02:54:23.914088501Z	GluttonPing	4.354	client	e8ea13c27af6494c46f3a6b7019d9804	
2026-09-18T02:54:27.056846239Z	SuspendActor	3142.090	server	bdfd7188ccdaa2b04fc94333e97e278f	
2026-09-18T02:54:30.343215547Z	ResumeActor	2900.878	server	51bd4d75268ca969ec6e74b528248e52	
2026-09-18T02:54:33.726179463Z	GluttonReadRAM	3382.900	client	f326af4b5e822abb45f948c4e12a5da8	
2026-09-18T02:54:33.861163404Z	GluttonChurnRAM	134.910	client	edbb899392bd1c0e5069905f65962c7b	
2026-09-18T02:54:33.865203674Z	GluttonPing	3.958	client	ae553601ee3340ac04aa326f9c302450	
2026-09-18T02:54:37.122547746Z	SuspendActor	3256.676	server	0f325add21dfe57ba33aea60662d8cbc	
2026-09-18T02:54:40.07164721Z	ResumeActor	2724.843	server	a248b7bc278dc42075db99cf0ce0a39e	
2026-09-18T02:54:43.468495553Z	GluttonReadRAM	3396.780	client	ef41069a7734a2c87b34deb5f53193a8	
2026-09-18T02:54:43.605089177Z	GluttonChurnRAM	136.513	client	e155657c1f69e8affe1cb05665288c54	
2026-09-18T02:54:43.609373042Z	GluttonPing	4.179	client	76f36cd4b1e283da3b917c9fb9878fbc	
2026-09-18T02:54:46.880825229Z	SuspendActor	3270.784	server	0f38c5aec7a3f31fd3425191b32cc07d	
2026-09-18T02:54:50.019811631Z	ResumeActor	3012.805	server	5ab493c3ef362eaa2da63d793a371e46	
2026-09-18T02:54:53.406606754Z	GluttonReadRAM	3386.730	client	11e16e8e1bf82b4b0658b3034d5a7e13	
2026-09-18T02:54:53.543383929Z	GluttonChurnRAM	136.700	client	7378616908f43f1113b7a6c55fee6b52	
2026-09-18T02:54:53.547531927Z	GluttonPing	4.037	client	ad9a066412afa510a25f63e79aa76646	
2026-09-18T02:54:56.638381766Z	SuspendActor	3090.031	server	827141e2fa9674b8fa556d6e6013c35f	
2026-09-18T02:54:59.773609418Z	ResumeActor	3100.261	server	64bbbedd1ba96f3acfcb041f53c876c0	
2026-09-18T02:55:03.149172149Z	GluttonReadRAM	3375.489	client	d7ab1347836b5b56f82fc57e87288ece	
2026-09-18T02:55:03.283802758Z	GluttonChurnRAM	134.565	client	cef96ed4200114ece5d6dd12d98446fb	
2026-09-18T02:55:03.28790141Z	GluttonPing	3.992	client	b8b14e7b86ea0dfd278b6b7fc98bfdc9	
2026-09-18T02:55:06.556985508Z	SuspendActor	3268.360	server	8d85f0b2a713f6bf7ea91170f31de039	
2026-09-18T02:55:09.877135789Z	ResumeActor	2902.987	server	038e1f19d627f7a0c300c3874403804b	
2026-09-18T02:55:13.253202845Z	GluttonReadRAM	3375.986	client	851530fd09a572d8cf433c7bacea6b1b	
2026-09-18T02:55:13.389104676Z	GluttonChurnRAM	135.833	client	dce0a8ddba69aa0f2eae36a5189a7f67	
2026-09-18T02:55:13.39325514Z	GluttonPing	4.033	client	2f959c95e053d8e16c23cb94358b5034	
2026-09-18T02:55:16.650934154Z	SuspendActor	3256.550	server	1b3659fbde0b79b28ccef11206abd584	
2026-09-18T02:55:19.602002948Z	ResumeActor	2819.749	server	60a4e80ff9148cd7be055e5c8374b043	
2026-09-18T02:55:22.974647949Z	GluttonReadRAM	3372.574	client	cddf4d2e42f599f8ad5308870c05bd5e	
2026-09-18T02:55:23.1090453Z	GluttonChurnRAM	134.335	client	f0460b9b4434fd6e4c2596bb5281a6c1	
2026-09-18T02:55:23.113191497Z	GluttonPing	4.054	client	7fbdfd1695a9233c2899e8db03a83c54	
2026-09-18T02:55:26.243071544Z	SuspendActor	3129.216	server	9f15ad0c18723c06e97e8dbe2393fef8	
2026-09-18T02:55:29.322500082Z	ResumeActor	2863.155	server	038880ec1bedc37cd729d8143ea5a5e4	
2026-09-18T02:55:32.705980526Z	GluttonReadRAM	3383.402	client	85345fb12f26e1e834622412db28e51d	
2026-09-18T02:55:32.845705276Z	GluttonChurnRAM	139.653	client	e551a96368f511ae89ba676721fdeb55	
2026-09-18T02:55:32.849937547Z	GluttonPing	4.142	client	cc136398494300ccfb0b705451bcf14b	
2026-09-18T02:55:36.049816081Z	SuspendActor	3199.144	server	2211d8d58a6abbff785ff41a7c9fcba7	
2026-09-18T02:55:39.043028138Z	ResumeActor	2792.082	server	6459f99b254f7679a9fd7ea47013e966	
2026-09-18T02:55:42.439395912Z	GluttonReadRAM	3396.308	client	db4103c338ffdc7748411b0b5df1ef28	
2026-09-18T02:55:42.570646437Z	GluttonChurnRAM	131.189	client	ecccd7a1020fa04ba3e3ce37bd57fe47	
2026-09-18T02:55:42.575882577Z	GluttonPing	5.148	client	ff3be5c54c3e12b73e1a0a2b5e62608f	
2026-09-18T02:55:43.803450582Z	SuspendActor	1.783	server	bd83fabbb93396ee9486f0b4c684b2e7	rpc error: code = Aborted desc = another operation is in progress for this actor
2026-09-18T02:55:43.805140668Z	DeleteActor	1.144	server	0b88a6add5560e4bc50fac2793a655ae	rpc error: code = Aborted desc = another operation is in progress for this actor
2026-09-18T02:55:43.805524402Z	SuspendActor	1229.601	client	abf9103d137096963133593fd5eabf5b	rpc error: code = Canceled desc = grpc: the client connection is closing
